,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
Cr53_Gg4keV,3.437,0.177,3.089,3.769,0.007,0.004,619.0,1593.0,1.02
