,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
Cr53_Gg4keV,3.249,0.192,2.88,3.631,0.005,0.003,1788.0,4423.0,1.0
